source_id,market,category,title_or_identifier,variables,observation_unit,evidence_grade,directness,redistributability,url,access_date,source_type,capture_status,retrieved_at_utc,content_type,local_snapshot,file_size_bytes,sha256
iso_12625_4,International,test-method standard,ISO 12625-4 tensile properties,tensile strength;stretch;energy absorption test methods,laboratory specimen/test result,A2,TEST_METHOD_NOT_PRODUCT_REQUIREMENT,ISO metadata may be cited; copyrighted standard text is not redistributable; local capture blocked,https://www.iso.org/standard/80328.html,2026-09-24,standards_metadata_html,FAILED_HTTP_403,2026-09-24T06:31:03Z,text/html; charset=UTF-8,data/raw/toilet_paper_sources/snapshots/2026-09-24/iso_12625_4.html,5544,d88ce69b71c1ea622893f33176e56101796b0d535804a8a6506d1edcc2d99d40
iso_12625_8,International,test-method standard,ISO 12625-8 water absorption,water-absorption time and capacity basket-immersion method,laboratory specimen/test result,A2,TEST_METHOD_NOT_PRODUCT_REQUIREMENT,ISO metadata may be cited; copyrighted standard text is not redistributable; local capture blocked,https://www.iso.org/standard/53425.html,2026-09-24,standards_metadata_html,FAILED_HTTP_403,2026-09-24T06:31:03Z,text/html; charset=UTF-8,data/raw/toilet_paper_sources/snapshots/2026-09-24/iso_12625_8.html,5544,5762de23d33a52a8fcd70d8858053cc47a7357c31ddc78708059e975add3ae2c
iso_12625_12,International,test-method standard,ISO 12625-12 perforated-line tensile strength,tensile strength of perforated lines;perforation efficiency,laboratory specimen/test result,A2,ENGINEERING_TEST_METHOD_NOT_BEHAVIOR,ISO metadata may be cited; copyrighted standard text is not redistributable; local capture blocked,https://www.iso.org/standard/83277.html,2026-09-24,standards_metadata_html,FAILED_HTTP_403,2026-09-24T06:31:04Z,text/html; charset=UTF-8,data/raw/toilet_paper_sources/snapshots/2026-09-24/iso_12625_12.html,5544,72521c8280621ff3dbcaff01975f59ac6c490efced6e8d0c9a625eac7b05ab29
jisc_reading_instructions,Japan,standards-body access guidance,JISC standards viewing instructions,official access route and reuse/access conditions,standards-access mechanism,A1,ACCESS_METADATA_ONLY,Public JISC page; Japanese standard text remains copyrighted,https://www.jisc.go.jp/jis-act/reading.html,2026-09-24,standards_body_html,SUCCESS,2026-09-24T06:31:04Z,text/html; charset=UTF-8,data/raw/toilet_paper_sources/snapshots/2026-09-24/jisc_reading_instructions.html,19442,833d995fa39114e0af34e9c142c7d97ba25bbf12543ca125e73725aff65ee927
jsa_jis_2026_catalog,Japan,official standards catalog,JSA 2026 catalog entry JIS P 4501:1993 + Amendment 1:2006,current listing/version status,one national standard identifier,A1,STANDARDS_STATUS_ONLY,Public catalog metadata; standard text remains copyrighted,https://webdesk.jsa.or.jp/link/lib/jis2026/index/319176.pdf,2026-09-24,standards_catalog_pdf,SUCCESS,2026-09-24T06:35:59Z,application/pdf,data/raw/toilet_paper_sources/snapshots/2026-09-24/jsa_jis_2026_catalog.pdf,137383,60f9778edc8912e84981772f2124cfd1414f5d628cf46d88f6aa85f636347cd8
jis_p4501_secondary,Japan,secondary standard rendering,JIS P 4501:1993/AMD1:2006 secondary text,roll-length set;roll-diameter maximum;roll form;marking;test methods;partially rendered dimensional table,one national standard; secondary text,C1,PROVISIONAL_STANDARDS_CONSTRAINT_NOT_BEHAVIOR,Secondary copyrighted rendering; do not redistribute; verify dimensional clauses against official text before analysis,https://kikakurui.com/p/P4501-2006-01.html,2026-09-24,standards_secondary_html,SUCCESS,2026-09-24T06:36:00Z,text/html,data/raw/toilet_paper_sources/snapshots/2026-09-24/jis_p4501_secondary__20260924T063600Z.html,23966,55aafb2fc7411be91b3fb526951d78210d2ca55e5e884adcef2359dfb29c36d7
china_ndls_gbt20810,China,official standards catalog,GB/T 20810-2018 / 20810-2018e,current status;publication date;implementation date;title;language/version metadata,one national standard identifier,A1,STANDARDS_STATUS_ONLY,Official catalog metadata; full standard may be licensed/copyrighted,https://www.ndls.org.cn/standard/detail/a459a2fe870c292f3ce60ec17c83398d,2026-09-24,standards_catalog_html,SUCCESS,2026-09-24T06:31:04Z,text/html;charset=UTF-8,data/raw/toilet_paper_sources/snapshots/2026-09-24/china_ndls_gbt20810.html,121693,1a60935afc85f98d34ac26a713c482eb4b0b29c60a68a4c183950580b0c59758
china_gbt20810_secondary,China,secondary standard preview,GB/T 20810-2018 commercial English preview,scope/contents and limited clause preview where exposed,one national standard; secondary preview,C1,PROVISIONAL_STANDARDS_CONTENT_NOT_BEHAVIOR,Commercial secondary rendering; cite only limited verified facts; do not redistribute,https://www.chinesestandard.net/PDF.aspx/GBT20810-2018,2026-09-24,standards_secondary_html,SUCCESS,2026-09-24T06:36:01Z,text/html; charset=utf-8,data/raw/toilet_paper_sources/snapshots/2026-09-24/china_gbt20810_secondary.html,49606,37ba11189b72948a94d96a83d7f3d103047763c657b3a43737d17a237d0945b4
india_is14661,India,legacy standards text mirror,IS 14661:1999 toilet paper specification,grammage;minimum sheet width;minimum sheet area;quality/test requirements,one national standard edition,C1,LEGACY_STANDARDS_CONSTRAINT_NOT_BEHAVIOR,Public mirror with uncertain copyright; do not redistribute; current 2025-series status/supersession must be verified,https://law.resource.org/pub/in/bis/S02/is.14661.1999.pdf,2026-09-24,standards_pdf,SUCCESS,2026-09-24T06:31:06Z,application/pdf,data/raw/toilet_paper_sources/snapshots/2026-09-24/india_is14661.pdf,906533,d0581fdc9c7e4e2ac3784fa50243bef28826be922c9fdb87895eba793ab754ba
fenner_sanitary_paper,Australia,empirical consumption study,Fenner Hall sanitary paper audit DOI 10.22459/AURJ.05.2013.19,toilet-paper mass/resident/day and year;community totals;measurement period;population,507-student residential community over seven days,B1,AGGREGATE_CONSUMPTION_NO_WIDTH,Cite DOI; verify article licence before redistributing full text,https://doi.org/10.22459/aurj.05.2013.19,2026-09-24,peer_reviewed_html,SUCCESS_WITH_CURL_STATUS_ANOMALY,2026-09-24T06:31:07Z,application/pdf,data/raw/toilet_paper_sources/snapshots/2026-09-24/fenner_sanitary_paper.html,430878,e36cf67d0c5a0f5c7283702d41b84644c6275a356e89dd645ed458c7ff73152e
biores_perforation,International/Portugal,peer-reviewed engineering study,Vieira et al. toilet-paper perforation efficiency,ply;service length;perforation cut distance;perforation efficiency;laboratory-industrial comparison,eight commercial products and laboratory perforation specimens,B1,PERFORATION_ENGINEERING_NOT_CONSUMPTION,Open journal PDF; confirm article licence before redistribution,https://bioresources.cnr.ncsu.edu/wp-content/uploads/2021/11/BioRes_17_1_492_Vieira_VMCFC_Toilet_Paper_Perforation_Efficiency_19308.pdf,2026-09-24,peer_reviewed_pdf,SUCCESS,2026-09-24T06:31:09Z,application/pdf,data/raw/toilet_paper_sources/snapshots/2026-09-24/biores_perforation.pdf,979779,1a0bc0c4ea3d71d47562fb2054fdc47dc6398428ca43d38cfdf1d967cac26b0c
bangkok_quality_consumption,Thailand,peer-reviewed household study,Bangkok toilet-paper quality/consumption study,rolls/month/household;rolls/month/person;quality factors,survey of 300 Bangkok families,B1,AGGREGATE_CONSUMPTION_NO_WIDTH,Journal page publicly accessible; verify article licence before redistributing full text,https://so04.tci-thaijo.org/index.php/kjss/article/view/243981,2026-09-24,peer_reviewed_html,SUCCESS,2026-09-24T06:31:10Z,text/html; charset=utf-8,data/raw/toilet_paper_sources/snapshots/2026-09-24/bangkok_quality_consumption.html,32266,0443fef0efd3bd1388eb1adf20887e8bc59c8b154e3f254c10429b12a3585244
hanyu_recycling_consumption,Japan,peer-reviewed consumer survey,Hanyu et al. 2000 DOI 10.1016/S0921-3449(00)00060-4,product evaluations;purchase/use of recycled versus virgin tissue;recycling attitudes,1242 survey respondents in Japan,B1,CHOICE_AND_ATTITUDES_NOT_QUANTITY_OR_WIDTH,Publisher abstract citable; full text likely paywalled/nonredistributable,https://doi.org/10.1016/S0921-3449(00)00060-4,2026-09-24,peer_reviewed_abstract,SUCCESS,2026-09-24T06:31:11Z,text/html;charset=UTF-8,data/raw/toilet_paper_sources/snapshots/2026-09-24/hanyu_recycling_consumption.html,2688,0ef8716ac093439cbda97f391fe2fe9612a6ec21659b198a8e1f5afc197878b9
bma_bathroom_diary,UK,industry-association diary study,Behind the Bathroom Door research overview,sheets/visit by sex;share of visits using paper;visit counts;diary methodology,48 UK residents; seven-day online diary;404 toilet visits,B2,AGGREGATE_CONSUMPTION_NO_WIDTH,Public association report; cite with sponsor/method limitations; verify before redistribution,https://bathroom-association.org.uk/wp-content/uploads/2024/05/BMA-Behind-the-Bathroom-Door-Research-Overview.pdf,2026-09-24,industry_association_pdf,SUCCESS,2026-09-24T06:36:01Z,application/pdf,data/raw/toilet_paper_sources/snapshots/2026-09-24/bma_bathroom_diary.pdf,1389326,f521f30db420d878d97e187f74962a372b25d8cdefce0ac971a95bcecd82fe23
yuasa_measured_use,Japan,retailer original measurement report,Yuasa Paper Store staff-use measurement,metres/use by sex;approximately 200 use records;monthly roll-use calculations under stated assumptions,approximately 200 toilet-use measurements among retailer employees,C1,AGGREGATE_CONSUMPTION_NO_WIDTH,Copyrighted retailer blog; cite limited facts with methods caveat only,https://yuasakamiten.com/blogs/iseecolumn/toiletpaper-1roll-howmanydays,2026-09-24,retailer_blog_html,SUCCESS,2026-09-24T06:36:02Z,text/html; charset=utf-8,data/raw/toilet_paper_sources/snapshots/2026-09-24/yuasa_measured_use.html,387146,9670eec69758ff360180eae81b03fc30f03d687efb53cc1b4492ce0a1a65f724
pg_patent_us6458450,US,patent empirical disclosure,"US 6,458,450 B1",three widths;three total basis weights;sheets perceived necessary/task;total paper mass/task;diary and instrumented-roll methods discussed,two focus groups of eight women each; post-urinary drying task,C1,DIRECT_WIDTH_MANIPULATION_WEAK_BEHAVIORAL_EVIDENCE,Patent text persistently public; Google page compilation terms apply; data are patent disclosure not peer-reviewed validation,https://patents.google.com/patent/US6458450B1/en,2026-09-24,patent_html,SUCCESS,2026-09-24T06:31:13Z,text/html,data/raw/toilet_paper_sources/snapshots/2026-09-24/pg_patent_us6458450.html,317644,5205d7784e3a825b6ad58778c20c804a8d294627e5a74cea35e57db8c281b330
consumer_reports_shrinkage,US,consumer journalism,Consumer Reports toilet-paper shrinkage comparison,sheet dimensions;sheet counts;current-versus-prior product comparisons;manufacturer statements,nine current products compared with prior versions,C1,DIMENSIONAL_CHANGE_CONTEXT_NOT_CONTROLLED_BEHAVIOR,Copyrighted article; cite URL and limited factual summary only,https://www.consumerreports.org/cro/magazine/2015/08/the-dirty-little-secrets-of-toilet-paper/index.htm,2026-09-24,journalism_html,SUCCESS,2026-09-24T06:31:14Z,text/html; charset=utf-8,data/raw/toilet_paper_sources/snapshots/2026-09-24/consumer_reports_shrinkage.html,345913,191bb0487453ba573d20a921a8f9c04288c483e9fea8badb3ee50ebc7910c51a
