file_name	source_url_or_provenance	data_identifier_or_version	acquired_utc	retrieval_condition	local_path	file_size_bytes	sha256	status	usage_condition
gutierrez_2019_paper_straw_mechanics.pdf	https://bioresources.cnr.ncsu.edu/wp-content/uploads/2019/09/BioRes_14_4_8345_Gutierrez_RJVP_Eval_Paper_Plastic_Straws_Props_Testing_Challenges_15725.pdf	BioResources 14(4) 8345-8363	2026-09-24T06:30:34.890092784Z	direct download	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/gutierrez_2019_paper_straw_mechanics.pdf	848099	04a076abb49ce4e088df230020bbd52e14541d8d6d06856c65fd9db4fb7f7b8f	success	Research evidence; cite the source URL and respect source terms
gutierrez_2019_paper_straw_mechanics.txt	https://bioresources.cnr.ncsu.edu/wp-content/uploads/2019/09/BioRes_14_4_8345_Gutierrez_RJVP_Eval_Paper_Plastic_Straws_Props_Testing_Challenges_15725.pdf	BioResources 14(4) 8345-8363	2026-09-24T06:30:34.958092281Z	pdftotext -layout from saved PDF	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/gutierrez_2019_paper_straw_mechanics.txt	65945	c3d39572d576df0c7d019e2603ba7a58573965f74726f39b19a2de64038ca0ea	success	Research evidence; cite the source URL and respect source terms
huhtamaki_PSRB_datasheet.pdf	https://assets.huhtamaki.com/datasheets/htp/en/PSRB.pdf	PSRB datasheet	2026-09-24T06:27:47.894686556Z	direct download	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/huhtamaki_PSRB_datasheet.pdf	245928	cdc1d808995b4dba6a1cb1099865f6cea1259a63d1acf21faab7c66453152e3e	success	Research evidence; cite the source URL and respect source terms
huhtamaki_PSRB_datasheet.txt	https://assets.huhtamaki.com/datasheets/htp/en/PSRB.pdf	PSRB datasheet	2026-09-24T06:28:18.613291818Z	pdftotext -layout from saved PDF	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/huhtamaki_PSRB_datasheet.txt	2011	db4fe7a6c734a9f1beb2ab16524aed8461775395d959c895d0afacdcc9584c01	success	Research evidence; cite the source URL and respect source terms
iso_18188_2016_preview.pdf	https://cdn.standards.iteh.ai/samples/61726/3ede8ed7c91042edaf95570a82d77046/ISO-18188-2016.pdf	ISO 18188:2016 preview	2026-09-24T06:27:46.198708350Z	direct download	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/iso_18188_2016_preview.pdf	337599	413a58ca93a1b45aa4afc624f44dba02b6743108ce3c4ac5aee9dc0c406f903d	success	Preview only; ISO copyright; do not redistribute beyond permitted use
iso_18188_2016_preview.txt	https://cdn.standards.iteh.ai/samples/61726/3ede8ed7c91042edaf95570a82d77046/ISO-18188-2016.pdf	ISO 18188:2016 preview	2026-09-24T06:28:18.735290250Z	pdftotext -layout from saved PDF	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/iso_18188_2016_preview.txt	22177	8fcae8297f2066e56b3463819d2b171ebb940768fc38f8ab57908b54ee17c390	success	Preview only; ISO copyright; do not redistribute beyond permitted use
jeon_2025_korea_pfas_straws.html	https://link.springer.com/article/10.1007/s11356-025-37075-y	Springer landing-page response	2026-09-24T06:31:22.299845963Z	direct download; response is access/interstitial page, not full article	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/jeon_2025_korea_pfas_straws.html	3038	32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea	partial	Research evidence; cite the source URL and respect source terms
moy_2021_malaysia_straw_lca.pdf	https://mdpi-res.com/d_attachment/processes/processes-09-01007/article_deploy/processes-09-01007.pdf?version=1623052320	Processes 2021 9(6) 1007	2026-09-24T06:30:36.135083566Z	direct download	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/moy_2021_malaysia_straw_lca.pdf	2356327	4b8850b40b4f6224238c1a873ee08c23da8280a698e81ad5ad63008c04b68fa5	success	Research evidence; cite the source URL and respect source terms
moy_2021_malaysia_straw_lca.txt	https://mdpi-res.com/d_attachment/processes/processes-09-01007/article_deploy/processes-09-01007.pdf?version=1623052320	Processes 2021 9(6) 1007	2026-09-24T06:30:36.184083203Z	pdftotext -layout from saved PDF	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/moy_2021_malaysia_straw_lca.txt	107612	a179013c8683f4c2c7c98f2033c4fea16a3b77f48e236ed9263b419936bbddd2	success	Research evidence; cite the source URL and respect source terms
official_regulatory_pages_fetch_2026-09-24.txt	https://eur-lex.europa.eu/eli/reg/2025/40 | https://eur-lex.europa.eu/eli/dir/2019/904/oj | https://www.fda.gov/food/process-contaminants-food/market-phase-out-grease-proofing-substances-containing-pfas | https://www.fda.gov/food/hfp-constituent-updates/fda-determines-authorization-35-food-contact-notifications-related-pfas-are-no-longer-effective	Official regulation pages bundle fetched 2026-09-24	2026-09-24T06:32:02.840640771Z	Devin web fetch; rendered text snapshot	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/official_regulatory_pages_fetch_2026-09-24.txt	45124	f88017524b0e0b466395f63395d8d64d37e5afcda755d67a10e7117bbbcf390b	success	Research evidence; cite the source URL and respect source terms
publisher_metadata_fetch_2026-09-24.txt	https://doi.org/10.1016/j.jclepro.2020.123070 | https://doi.org/10.1007/s11367-020-01786-w | https://doi.org/10.1080/19440049.2023.2240908 | https://doi.org/10.1007/s11356-025-37075-y	Publisher metadata bundle fetched 2026-09-24	2026-09-24T06:32:14.374577418Z	Devin web fetch; rendered metadata/text snapshot	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/publisher_metadata_fetch_2026-09-24.txt	78622	fa4d23b6790f764e281d2017fdf475e29f617435f7dd46bd4f13d388e0dc665c	success	Research evidence; cite the source URL and respect source terms
sig_2021_paper_straw_portfolio.pdf	https://api.sig.biz/media/x53pngzw/sig-paper-straw-portfolio-en.pdf	SIG press release 2021-11-16	2026-09-24T06:30:33.966099627Z	direct download	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/sig_2021_paper_straw_portfolio.pdf	208598	936f998c66f59f59f2420d636213c29251853acaf6bd04a5d753f2ba176a49d2	success	Research evidence; cite the source URL and respect source terms
sig_2021_paper_straw_portfolio.txt	https://api.sig.biz/media/x53pngzw/sig-paper-straw-portfolio-en.pdf	SIG press release 2021-11-16	2026-09-24T06:30:33.976099553Z	pdftotext -layout from saved PDF	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/sig_2021_paper_straw_portfolio.txt	5810	221e1f8fa9f4c39e09bc2f2c046821471c05bd373e07516da798aab383247025	success	Research evidence; cite the source URL and respect source terms
sig_xslimbloc.html	https://www.sig.biz/en/solutions/package-finder/sig-xslimbloc	SIG xSlimBloc product page	2026-09-24T06:30:37.489073539Z	direct download	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/sig_xslimbloc.html	362568	c3fbfd36edf45dc578cf4a7152a425cf24fa4f6d987ec1e24750a4633a01d63b	success	Research evidence; cite the source URL and respect source terms
taylor_francis_2023_boisacq_press_release.html	https://newsroom.taylorandfrancisgroup.com/paper-drinking-straws-may-be-harmful-and-may-not-be-better-for-the-environment-than-plastic-versions-researchers-warn/	Taylor & Francis press release 2023-08-24	2026-09-24T06:31:21.826848225Z	direct download	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/taylor_francis_2023_boisacq_press_release.html	105837	a370de0717316d53faadd68a26485c813c409227defe114a6f7d1dc1128d2d36	success	Research evidence; cite the source URL and respect source terms
tetrapak_2019_lca_paper_plastic_straws.pdf	https://www.tetrapak.com/content/dam/tetrapak/publicweb/gb/en/sustainability/documents/LCA-paper-plastic-straws.pdf	thinkstep/Tetra Pak 2019	2026-09-24T06:28:03.862481366Z	direct download	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/tetrapak_2019_lca_paper_plastic_straws.pdf	1538607	d551876bddbd941c3e088f3685a447135341030d35ab2783c765d36f43fef6b7	success	Research evidence; cite the source URL and respect source terms
tetrapak_2019_lca_paper_plastic_straws.txt	https://www.tetrapak.com/content/dam/tetrapak/publicweb/gb/en/sustainability/documents/LCA-paper-plastic-straws.pdf	thinkstep/Tetra Pak 2019	2026-09-24T06:28:18.580292242Z	pdftotext -layout from saved PDF	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/tetrapak_2019_lca_paper_plastic_straws.txt	134044	7e0823387813b6faa9989b8ed8a391e0ec50168ba2d47f31b0d672923548fc3d	success	Research evidence; cite the source URL and respect source terms
timshina_2021_pfas_straws.pdf	https://doi.org/10.1016/j.chemosphere.2021.130238	Chemosphere 2021 130238	2026-09-24T06:27:49.088671213Z	direct download	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/timshina_2021_pfas_straws.pdf	417131	5c30ce69acaf1707f518b8daf8310a7a540546581360b27ce2693ffb1e43fd2e	success	Research evidence; cite the source URL and respect source terms
timshina_2021_pfas_straws.txt	https://doi.org/10.1016/j.chemosphere.2021.130238	Chemosphere 2021 130238	2026-09-24T06:28:18.693290790Z	pdftotext -layout from saved PDF	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/timshina_2021_pfas_straws.txt	32641	86bb229710cdb799f31827448c41bf80424a15286fbab5e97285345429907478	success	Research evidence; cite the source URL and respect source terms
unep_2021_single_use_tableware_lca.pdf	https://lifecycleinitiative.org/wp-content/uploads/2021/03/UNEP-D001-Tableware-Report_Lowres.pdf	UNEP 2021 tableware report	2026-09-24T06:27:50.700650499Z	curl retrieval returned 239-byte invalid response; retained without overwrite	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/unep_2021_single_use_tableware_lca.pdf	239	dd9a09d934c2186a0c3d11864da97b9cf6630b823c63a20ec0ed4cc6bc9de48a	failed	Failed snapshot; not evidence
unep_2021_single_use_tableware_lca_retry.pdf	https://lifecycleinitiative.org/wp-content/uploads/2021/03/UNEP-D001-Tableware-Report_Lowres.pdf	UNEP 2021 tableware report	2026-09-24T06:28:27.444178342Z	curl retrieval returned 239-byte invalid response; retained without overwrite	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/unep_2021_single_use_tableware_lca_retry.pdf	239	7a68591455434401298d7084d9f1d4cafecfffc63fbb38f2b4c506430a881055	failed	Failed snapshot; not evidence
unep_2021_tableware_official_fetch.txt	https://lifecycleinitiative.org/wp-content/uploads/2021/03/UNEP-D001-Tableware-Report_Lowres.pdf	UNEP 2021 tableware report	2026-09-24T06:33:18.453376861Z	Devin web fetch; rendered text snapshot	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/unep_2021_tableware_official_fetch.txt	10175	4cda12aa9a6d36bbeae537c59bfe83e89b4a0700e944ccb68e382c1ea493b319	success	Research evidence; cite the source URL and respect source terms
current_regulatory_guidance_fetch_2026-09-24.txt	https://foedevarestyrelsen.dk/kost-og-foedevarer/foedevaresikkerhed/emballage-og-udstyr/materialetyper/papir-og-pap | https://foedevarestyrelsen.dk/kost-og-foedevarer/foedevaresikkerhed/kemiske-stoffer-og-toksiner/miljoeforureninger-i-foedevarer/pfas | https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ%3AC_202603084	Current Danish and EU PFAS guidance bundle fetched 2026-09-24	2026-09-24T06:34:34.529255941Z	Devin web fetch; rendered text snapshot	/home/ubuntu/repos/wip/functional_geometry/data/raw/straw_sources/current_regulatory_guidance_fetch_2026-09-24.txt	25025	ee9346c6dddad69b0932ddda0f116f03d6faea9d65075c621e49202f5d2e283b	success	Research evidence; cite official source URLs
post_audit_10.15376_biores.14.4.8345-8363.json	https://api.crossref.org/works/10.15376%2Fbiores.14.4.8345-8363	DOI 10.15376/biores.14.4.8345-8363	2026-09-24T13:12:16Z	Crossref REST API metadata GET	/home/ubuntu/repos/wip/functional_geometry/data/raw/literature_crossref/2026-09-24/post_audit_10.15376_biores.14.4.8345-8363.json	4079	b5fb339ba335f68815e0bcc6a98a2d1ee6eef407e84a469c86e2d1e00eed75b6	success	Metadata verification; Crossref terms apply
post_audit_10.1016_j.chemosphere.2021.130238.json	https://api.crossref.org/works/10.1016%2Fj.chemosphere.2021.130238	DOI 10.1016/j.chemosphere.2021.130238	2026-09-24T13:12:16Z	Crossref REST API metadata GET	/home/ubuntu/repos/wip/functional_geometry/data/raw/literature_crossref/2026-09-24/post_audit_10.1016_j.chemosphere.2021.130238.json	13605	16a2a258667633fc77f7b35ed0af13f4af48afd53d5e32ba5be0f96c7a48b74f	success	Metadata verification; Crossref terms apply
post_audit_10.1080_19440049.2023.2240908.json	https://api.crossref.org/works/10.1080%2F19440049.2023.2240908	DOI 10.1080/19440049.2023.2240908	2026-09-24T13:12:17Z	Crossref REST API metadata GET	/home/ubuntu/repos/wip/functional_geometry/data/raw/literature_crossref/2026-09-24/post_audit_10.1080_19440049.2023.2240908.json	10074	6bbc2cd8a6ff155c2d4b1d3ee5e5bd17f02febd2aec147773dc817a81dffdd97	success	Metadata verification; Crossref terms apply
